timestep,Site,Classification,abundance
11,Quare u,Insecta Lepidoptera unknown,7
11,Quare u,Insecta Odonata Calopterygidae,2
11,Quare u,Insecta Odonata Coenagrionidae,32
11,Quare u,Insecta Odonata Gomphidae,2
11,Quare u,Insecta Odonata Libellulidae,96
11,Quare u,Insecta Plecoptera Perlidae,3
11,Quare u,Insecta Trichoptera Glossosomatidae,34
11,Quare u,Insecta Trichoptera Helicopsychidae,6
11,Quare u,Insecta Trichoptera Hydropsychidae,24
11,Quare u,Insecta Trichoptera Hydroptilidae,8
11,Quare u,Insecta Trichoptera Leptoceridae,10
11,Quare u,Insecta Trichoptera Philopotamidae,10
11,Quare u,Oligochaeta unknown,8
11,Quare u,Turbellaria Turbellaria,12
12,Quare u,Insecta Coleoptera Elmidae,19
12,Quare u,Insecta Coleoptera Psephenidae,16
12,Quare u,Insecta Diptera Chironomidae,5
12,Quare u,Insecta Diptera Simuliidae,2
12,Quare u,Insecta Diptera Tipulidae,4
12,Quare u,Insecta Ephemeroptera Baetidae,5
12,Quare u,Insecta Ephemeroptera Leptophlebiidae,32
12,Quare u,Insecta Ephemeroptera Tricorythidae,9
12,Quare u,Insecta Hemiptera Veliidae,2
12,Quare u,Insecta Odonata Coenagrionidae,11
12,Quare u,Insecta Odonata Libellulidae,6
12,Quare u,Insecta Plecoptera Perlidae,2
12,Quare u,Insecta Trichoptera Glossosomatidae,14
12,Quare u,Insecta Trichoptera Helicopsychidae,15
12,Quare u,Insecta Trichoptera Hydropsychidae,2
12,Quare u,Insecta Trichoptera Hydroptilidae,8
12,Quare u,Insecta Trichoptera Leptoceridae,3
12,Quare u,Insecta Trichoptera Philopotamidae,4
12,Quare u,Oligochaeta unknown,5
12,Quare u,Turbellaria Turbellaria,17
13,Quare u,Insecta Coleoptera Elmidae,78
13,Quare u,Insecta Coleoptera Psephenidae,92
13,Quare u,Insecta Diptera Chironomidae,23
13,Quare u,Insecta Diptera Simuliidae,8
13,Quare u,Insecta Diptera Tipulidae,7
13,Quare u,Insecta Diptera unknown,1
13,Quare u,Insecta Ephemeroptera Baetidae,95
13,Quare u,Insecta Ephemeroptera leptophlebiidae,112
13,Quare u,Insecta Ephemeroptera Tricorythidae,33
13,Quare u,Insecta Hemiptera Veliidae,2
13,Quare u,Insecta Odonata Calopterygidae,4
13,Quare u,Insecta Odonata Coenagrionidae,47
13,Quare u,Insecta Odonata Gomphidae,1
13,Quare u,Insecta Odonata Libellulidae,12
13,Quare u,Insecta Plecoptera Perlidae,10
13,Quare u,Insecta Trichoptera Glossosomatidae,18
13,Quare u,Insecta Trichoptera Helicopsychidae,2
13,Quare u,Insecta Trichoptera Hydropsychidae,23
13,Quare u,Insecta Trichoptera Leptoceridae,3
13,Quare u,Insecta Trichoptera Philopotamidae,12
13,Quare u,Oligochaeta unknown,2
13,Quare u,Turbellaria Turbellaria,7
14,Quare u,crustacea Decapoda Pseudothelphusidae,1
14,Quare u,Insecta Coleoptera Elmidae,57
14,Quare u,Insecta Coleoptera Psephenidae,95
14,Quare u,Insecta Diptera Chironomidae,6
14,Quare u,Insecta Diptera Simuliidae,11
14,Quare u,Insecta Diptera Tipulidae,3
14,Quare u,Insecta Ephemeroptera Baetidae,67
14,Quare u,Insecta Ephemeroptera Euthyplocidae,2
14,Quare u,Insecta Ephemeroptera Leptophlebiidae,89
14,Quare u,Insecta Ephemeroptera Tricorythidae,100
14,Quare u,Insecta Hemiptera Veliidae,5
14,Quare u,Insecta Odonata Calopterygidae,10
14,Quare u,Insecta Odonata Coenagrionidae,82
14,Quare u,Insecta Odonata Libellulidae,26
14,Quare u,Insecta Plecoptera Perlidae,12
14,Quare u,Insecta Trichoptera Calomoceratidae,5
14,Quare u,Insecta Trichoptera Glossosomatidae,32
14,Quare u,Insecta Trichoptera Helicopsychidae,16
14,Quare u,Insecta Trichoptera Hydropsychidae,110
14,Quare u,Insecta Trichoptera Hydroptilidae,99
14,Quare u,Insecta Trichoptera Leptoceridae,15
14,Quare u,Insecta Trichoptera Philopotamidae,11
14,Quare u,Turbellaria Turbellaria,8
15,Quare u,Insecta Coleoptera Elmidae,100
15,Quare u,Insecta Coleoptera Psephenidae,48
15,Quare u,Insecta Diptera Chironomidae,16
15,Quare u,Insecta Diptera Simuliidae,2
15,Quare u,Insecta Diptera Tipulidae,1
15,Quare u,Insecta Ephemeroptera Baetidae,44
15,Quare u,Insecta Ephemeroptera Euthyplocidae,4
15,Quare u,Insecta Ephemeroptera Leptophlebiidae,116
15,Quare u,Insecta Ephemeroptera Tricorythidae,86
15,Quare u,Insecta Hemiptera Veliidae,1
15,Quare u,Insecta Lepidoptera unknown,1
15,Quare u,Insecta Odonata Calopterygidae,1
15,Quare u,Insecta Odonata Coenagrionidae,39
15,Quare u,Insecta Odonata Libellulidae,30
15,Quare u,Insecta Plecoptera Perlidae,13
15,Quare u,Insecta Trichoptera Calomoceratidae,7
15,Quare u,Insecta Trichoptera Glossosomatidae,186
15,Quare u,insecta Trichoptera Helicopsychidae,25
15,Quare u,Insecta Trichoptera Hydropsychidae,65
15,Quare u,Insecta Trichoptera Hydroptilidae,3
15,Quare u,Insecta Trichoptera Leptoceridae,9
15,Quare u,Insecta Trichoptera Philopotamidae,28
15,Quare u,Oligochaeta unknown,20
15,Quare u,Turbellaria Turbellaria,22
16,Quare u,Insecta Coleoptera Elmidae,2
16,Quare u,Insecta Coleoptera Psephenidae,1
16,Quare u,Insecta Diptera Chironomidae,1
16,Quare u,Insecta Ephemeroptera Leptophlebiidae,4
16,Quare u,Insecta Odonata Coenagrionidae,1
17,Quare u,Crustacea Decapoda Pseudothelphusidae,1
17,Quare u,Insecta Coleoptera Elmidae,26
17,Quare u,Insecta Coleoptera Psephenidae,28
17,Quare u,Insecta Diptera Chironomidae,140
17,Quare u,Insecta Diptera Simuliidae,44
17,Quare u,Insecta Diptera Tipulidae,1
17,Quare u,Insecta Ephemeroptera Baetidae,79
17,Quare u,Insecta Ephemeroptera Euthyplocidae,4
17,Quare u,Insecta Ephemeroptera Leptophlebiidae,105
17,Quare u,Insecta Ephemeroptera Tricorythidae,61
17,Quare u,Insecta Hemiptera Veliidae,8
17,Quare u,Insecta Odonata Calopterygidae,2
17,Quare u,Insecta Odonata Coenagrionidae,58
17,Quare u,Insecta Odonata Libellulidae,9
17,Quare u,Insecta Plecoptera Perlidae,7
17,Quare u,Insecta Trichoptera Glossosomatidae,15
17,Quare u,Insecta Trichoptera Helicopsychidae,1
17,Quare u,Insecta Trichoptera Hydropsychidae,105
17,Quare u,Insecta Trichoptera Hydroptilidae,87
17,Quare u,Insecta Trichoptera Leptoceridae,18
17,Quare u,Insecta Trichoptera Philopotamidae,15
17,Quare u,Turbellaria Turbellaria,7
18,Quare u,Insecta Coleoptera Elmidae,33
18,Quare u,Insecta Coleoptera Psephenidae,54
18,Quare u,Insecta Diptera Chironomidae,56
18,Quare u,Insecta Diptera Simuliidae,9
18,Quare u,Insecta Diptera Tipulidae,1
18,Quare u,Insecta Ephemeroptera Baetidae,281
18,Quare u,Insecta Ephemeroptera Euthyplocidae,3
18,Quare u,Insecta Ephemeroptera Leptophlebiidae,68
18,Quare u,Insecta Ephemeroptera Tricorythidae,104
18,Quare u,Insecta Hemiptera Veliidae,1
18,Quare u,Insecta Lepidoptera unknown,1
18,Quare u,Insecta Odonata Calopterygidae,1
18,Quare u,Insecta Odonata Coenagrionidae,112
18,Quare u,Insecta Odonata Libellulidae,40
18,Quare u,Insecta Plecoptera Perlidae,8
18,Quare u,Insecta Trichoptera Glossosomatidae,1
18,Quare u,Insecta Trichoptera Helicopsychidae,2
18,Quare u,Insecta Trichoptera Hydropsychidae,116
18,Quare u,Insecta Trichoptera Hydroptilidae,1616
18,Quare u,Insecta Trichoptera Leptoceridae,80
18,Quare u,Insecta Trichoptera Philopotamidae,4
18,Quare u,Turbellaria Turbellaria,8
19,Quare u,Insecta Coleoptera Elmidae,14
19,Quare u,Insecta Coleoptera Psephenidae,5
19,Quare u,Insecta Diptera Chironomidae,19
19,Quare u,Insecta Ephemeroptera Baetidae,1
19,Quare u,Insecta Ephemeroptera Leptophlebiidae,14
19,Quare u,Insecta Ephemeroptera Tricorythidae,17
19,Quare u,Insecta Hemiptera Veliidae,1
19,Quare u,Insecta Odonata Coenagrionidae,3
19,Quare u,Insecta Odonata Libellulidae,4
19,Quare u,Insecta Trichoptera Helicopsychidae,6
19,Quare u,Insecta Trichoptera Hydropsychidae,15
19,Quare u,Insecta Trichoptera Hydroptilidae,3
19,Quare u,Insecta Trichoptera Leptoceridae,8
19,Quare u,Insecta Trichoptera Philopotamidae,12
19,Quare u,Oligochaeta unknown,1
19,Quare u,Turbellaria Turbellaria,5
1,Turure d,Insecta Coleoptera Elmidae,2
1,Turure d,Insecta Diptera Chironomidae,8
1,Turure d,Insecta Diptera Simuliidae,3
1,Turure d,Insecta Diptera unknown,1
1,Turure d,Insecta Ephemeroptera Baetidae,4
1,Turure d,Insecta Ephemeroptera Leptophlebiidae,6
1,Turure d,Insecta Ephemeroptera Tricorythidae,3
1,Turure d,Insecta Lepidoptera unknown,1
1,Turure d,Insecta Odonata Calopterygidae,1
1,Turure d,Insecta Odonata Coenagrionidae,2
1,Turure d,Insecta Odonata Libellulidae,4
1,Turure d,Insecta Trichoptera Glossosomatidae,1
2,Turure d,Insecta Coleoptera Elmidae,3
2,Turure d,Insecta Coleoptera Psephenidae,4
2,Turure d,Insecta Diptera Chironomidae,1
2,Turure d,Insecta Diptera Simuliidae,5
2,Turure d,Insecta Ephemeroptera Baetidae,10
2,Turure d,Insecta Ephemeroptera Leptophlebiidae,90
2,Turure d,Insecta Ephemeroptera Tricorythidae,14
2,Turure d,Insecta Hemiptera Veliidae,1
2,Turure d,Insecta Odonata Coenagrionidae,11
2,Turure d,Insecta Odonata Libellulidae,21
2,Turure d,Insecta Plecoptera Perlidae,1
2,Turure d,Insecta Trichoptera Glossosomatidae,15
2,Turure d,Insecta Trichoptera Helicopsychidae,2
2,Turure d,Insecta Trichoptera Hydropsychidae,75
2,Turure d,Insecta Trichoptera Hydroptilidae,11
2,Turure d,Insecta Trichoptera Philopotamidae,5
2,Turure d,Insecta Trichoptera unknown,1
2,Turure d,Turbellaria Turbellaria,2
3,Turure d,Insecta Coleoptera Elmidae,1
3,Turure d,Insecta Coleoptera Psephenidae,1
3,Turure d,Insecta Diptera Chironomidae,3
3,Turure d,Insecta Diptera Simuliidae,2
3,Turure d,Insecta Ephemeroptera Baetidae,13
3,Turure d,Insecta Ephemeroptera Leptophlebiidae,26
3,Turure d,Insecta Ephemeroptera Tricorythidae,6
3,Turure d,Insecta Hemiptera Veliidae,1
3,Turure d,Insecta Lepidoptera unknown,1
3,Turure d,Insecta Odonata Calopterygidae,2
3,Turure d,Insecta Odonata Coenagrionidae,1
3,Turure d,Insecta Odonata Libellulidae,6
3,Turure d,Insecta Plecoptera Perlidae,1
3,Turure d,Insecta Trichoptera Glossosomatidae,8
3,Turure d,Insecta Trichoptera Hydropsychidae,11
3,Turure d,Insecta Trichoptera Leptoceridae,1
3,Turure d,Insecta Trichoptera Philopotamidae,1
3,Turure d,Oligochaeta unknown,1
4,Turure d,Insecta Coleoptera Elmidae,1
4,Turure d,Insecta Ephemeroptera Baetidae,1
4,Turure d,Insecta Hemiptera Veliidae,1
4,Turure d,Insecta Odonata Libellulidae,1
4,Turure d,Insecta Trichoptera Helicopsychidae,1
4,Turure d,Insecta Trichoptera Hydropsychidae,3
5,Turure d,Insecta Coleoptera Elmidae,7
5,Turure d,Insecta Coleoptera Psephenidae,1
5,Turure d,Insecta Diptera Chironomidae,23
5,Turure d,Insecta Ephemeroptera Baetidae,26
5,Turure d,Insecta Ephemeroptera Leptophlebiidae,35
5,Turure d,Insecta Ephemeroptera Tricorythidae,4
5,Turure d,Insecta Odonata Coenagrionidae,2
5,Turure d,Insecta Odonata Libellulidae,4
5,Turure d,Insecta Trichoptera Glossosomatidae,3
5,Turure d,Insecta Trichoptera Hydropsychidae,7
6,Turure d,Insecta Coleoptera Elmidae,2
6,Turure d,Insecta Coleoptera Psephenidae,3
6,Turure d,Insecta Diptera Chironomidae,1
6,Turure d,Insecta Diptera Simuliidae,2
6,Turure d,Insecta Ephemeroptera Baetidae,41
6,Turure d,Insecta Ephemeroptera Leptophlebiidae,4
6,Turure d,Insecta Ephemeroptera Tricorythidae,1
6,Turure d,Insecta Odonata Calopterygidae,1
6,Turure d,Insecta Odonata Libellulidae,10
6,Turure d,Insecta Plecoptera Perlidae,1
6,Turure d,Insecta Trichoptera Calomoceratidae,1
6,Turure d,Insecta Trichoptera Hydropsychidae,9
6,Turure d,Insecta unknown,1
7,Turure d,Insecta Coleoptera Elmidae,1
7,Turure d,Insecta Coleoptera Psephenidae,6
7,Turure d,Insecta Coleoptera unknown,1
7,Turure d,Insecta Ephemeroptera Baetidae,5
7,Turure d,Insecta Ephemeroptera Tricorythidae,3
7,Turure d,Insecta Hemiptera Veliidae,2
7,Turure d,Insecta Odonata Libellulidae,3
7,Turure d,Insecta Trichoptera Glossosomatidae,1
7,Turure d,Insecta Trichoptera Hydropsychidae,3
7,Turure d,Insecta Trichoptera Philopotamidae,1
8,Turure d,Insecta Coleoptera Elmidae,5
8,Turure d,Insecta Diptera Chironomidae,1
8,Turure d,Insecta Diptera Simuliidae,9
8,Turure d,Insecta Ephemeroptera Baetidae,2
8,Turure d,Insecta Ephemeroptera Leptophlebiidae,51
8,Turure d,Insecta Ephemeroptera Tricorythidae,5
8,Turure d,Insecta Hemiptera Veliidae,1
8,Turure d,Insecta Odonata Calopterygidae,1
8,Turure d,Insecta Odonata Coenagrionidae,1
8,Turure d,Insecta Odonata Libellulidae,5
8,Turure d,Insecta Trichoptera Glossosomatidae,7
8,Turure d,Insecta Trichoptera Hydropsychidae,16
8,Turure d,Insecta Trichoptera Philopotamidae,2
8,Turure d,Oligochaeta unknown,1
9,Turure d,Insecta Coleoptera Elmidae,7
9,Turure d,Insecta Coleoptera Psephenidae,6
9,Turure d,Insecta Coleoptera unknown,1
9,Turure d,Insecta Diptera Chironomidae,8
9,Turure d,Insecta Diptera Simuliidae,14
9,Turure d,Insecta Ephemeroptera Baetidae,102
9,Turure d,Insecta Ephemeroptera Leptophlebiidae,5
9,Turure d,Insecta Odonata Calopterygidae,1
9,Turure d,Insecta Odonata Libellulidae,5
9,Turure d,Insecta Trichoptera Glossosomatidae,1
9,Turure d,Insecta Trichoptera Hydropsychidae,11
9,Turure d,Insecta Trichoptera Hydroptilidae,1
10,Turure d,Arachnoidea Chelicerata Hydracarina,1
10,Turure d,Insecta Coleoptera Elmidae,2
10,Turure d,Insecta Coleoptera Psephenidae,1
10,Turure d,Insecta Diptera Chironomidae,4
10,Turure d,Insecta Ephemeroptera Baetidae,2
10,Turure d,Insecta Ephemeroptera Leptophlebiidae,8
10,Turure d,Insecta Ephemeroptera Tricorythidae,11
10,Turure d,Insecta Odonata Calopterygidae,1
10,Turure d,Insecta Odonata Coenagrionidae,3
10,Turure d,Insecta Plecoptera Perlidae,1
10,Turure d,Insecta Trichoptera Helicopsychidae,1
10,Turure d,Insecta Trichoptera Hydropsychidae,3
11,Turure d,Insecta Coleoptera Elmidae,5
11,Turure d,Insecta Coleoptera Psephenidae,2
11,Turure d,Insecta Diptera Chironomidae,4
11,Turure d,Insecta Ephemeroptera Baetidae,4
11,Turure d,Insecta Ephemeroptera Leptophlebiidae,27
11,Turure d,Insecta Ephemeroptera Tricorythidae,18
11,Turure d,Insecta Hemiptera Veliidae,2
11,Turure d,Insecta Odonata Calopterygidae,2
11,Turure d,Insecta Odonata Coenagrionidae,6
11,Turure d,Insecta Odonata Libellulidae,4
11,Turure d,Insecta Plecoptera Perlidae,2
11,Turure d,Insecta Trichoptera Helicopsychidae,1
11,Turure d,Insecta Trichoptera Hydropsychidae,16
11,Turure d,Insecta Trichoptera Leptoceridae,2
12,Turure d,Insecta Coleoptera Elmidae,8
12,Turure d,Insecta Coleoptera Psephenidae,22
12,Turure d,Insecta Diptera Chironomidae,6
12,Turure d,Insecta Diptera Tipulidae,1
12,Turure d,Insecta Ephemeroptera Baetidae,6
12,Turure d,Insecta Ephemeroptera Leptophlebiidae,5
12,Turure d,Insecta Ephemeroptera Tricorythidae,2
12,Turure d,Insecta Hemiptera Veliidae,1
12,Turure d,Insecta Odonata Coenagrionidae,3
12,Turure d,Insecta Odonata Libellulidae,3
12,Turure d,Insecta Trichoptera Philopotamidae,1
12,Turure d,Oligochaeta unknown,1
13,Turure d,Insecta Coleoptera Elmidae,16
13,Turure d,Insecta Coleoptera Psephenidae,6
13,Turure d,Insecta Diptera Chironomidae,25
13,Turure d,Insecta Diptera Simuliidae,2
13,Turure d,Insecta Ephemeroptera Baetidae,44
13,Turure d,Insecta Ephemeroptera Leptophlebiidae,24
13,Turure d,Insecta Ephemeroptera Tricorythidae,11
13,Turure d,Insecta Hemiptera Veliidae,1
13,Turure d,Insecta Odonata Coenagrionidae,1
13,Turure d,Insecta Odonata Libellulidae,5
13,Turure d,Insecta Trichoptera Glossosomatidae,1
13,Turure d,Insecta Trichoptera Hydropsychidae,8
13,Turure d,Oligochaeta unknown,1
14,Turure d,Crustacea Decapoda Pseudothelphusidae,1
14,Turure d,Insecta Coleoptera Elmidae,27
14,Turure d,Insecta Coleoptera Psephenidae,14
14,Turure d,Insecta Diptera Chironomidae,18
14,Turure d,Insecta Diptera Simuliidae,5
14,Turure d,Insecta Ephemeroptera Baetidae,26
14,Turure d,Insecta Ephemeroptera Leptophlebiidae,164
14,Turure d,Insecta Ephemeroptera Tricorythidae,16
14,Turure d,Insecta Odonata Calopterygidae,3
14,Turure d,Insecta Odonata Coenagrionidae,9
14,Turure d,Insecta Odonata Libellulidae,18
14,Turure d,Insecta Plecoptera Perlidae,11
14,Turure d,Insecta Trichoptera Calomoceratidae,1
14,Turure d,Insecta Trichoptera Helicopsychidae,3
14,Turure d,Insecta Trichoptera Hydropsychidae,31
14,Turure d,Insecta Trichoptera Hydroptilidae,1
14,Turure d,Insecta Trichoptera Leptoceridae,1
14,Turure d,Oligochaeta unknown,1
14,Turure d,Turbellaria Turbellaria,2
15,Turure d,Insecta Coleoptera Elmidae,5
15,Turure d,Insecta Coleoptera Psephenidae,8
15,Turure d,Insecta Diptera Chironomidae,7
15,Turure d,Insecta Diptera Simuliidae,1
15,Turure d,Insecta Ephemeroptera Baetidae,49
15,Turure d,Insecta Ephemeroptera Leptophlebiidae,16
15,Turure d,Insecta Ephemeroptera Tricorythidae,6
15,Turure d,Insecta Hemiptera Veliidae,1
15,Turure d,Insecta Odonata Calopterygidae,1
15,Turure d,Insecta Odonata Coenagrionidae,3
15,Turure d,Insecta Odonata Libellulidae,12
15,Turure d,Insecta Trichoptera Helicopsychidae,1
15,Turure d,Insecta Trichoptera Hydropsychidae,21
15,Turure d,Insecta Trichoptera Leptoceridae,1
15,Turure d,Turbellaria Turbellaria,7
16,Turure d,Crustacea Decapoda Pseudothelphusidae,1
16,Turure d,Insecta Diptera Chironomidae,6
16,Turure d,Insecta Ephemeroptera Baetidae,10
16,Turure d,Oligochaeta unknown,1
17,Turure d,Insecta Coleoptera Elmidae,10
17,Turure d,Insecta Coleoptera Psephenidae,24
17,Turure d,Insecta Diptera Chironomidae,35
17,Turure d,Insecta Diptera Simuliidae,8
17,Turure d,Insecta Ephemeroptera Baetidae,175
17,Turure d,Insecta Ephemeroptera Euthyplocidae,2
17,Turure d,Insecta Ephemeroptera Leptophlebiidae,32
17,Turure d,Insecta Ephemeroptera Tricorythidae,17
17,Turure d,Insecta Odonata Calopterygidae,7
17,Turure d,Insecta Odonata Coenagrionidae,11
17,Turure d,Insecta Odonata Libellulidae,10
17,Turure d,Insecta Plecoptera Perlidae,3
17,Turure d,Insecta Trichoptera Glossosomatidae,2
17,Turure d,Insecta Trichoptera Helicopsychidae,2
17,Turure d,Insecta Trichoptera Hydropsychidae,15
17,Turure d,Insecta Trichoptera Philopotamidae,4
17,Turure d,Turbellaria Turbellaria,1
18,Turure d,Insecta Coleoptera Elmidae,6
18,Turure d,Insecta Coleoptera Psephenidae,8
18,Turure d,Insecta Diptera Chironomidae,16
18,Turure d,Insecta Diptera Simuliidae,6
18,Turure d,Insecta Ephemeroptera Baetidae,50
18,Turure d,Insecta Ephemeroptera Leptophlebiidae,371
18,Turure d,Insecta Ephemeroptera Tricorythidae,46
18,Turure d,Insecta Hemiptera Veliidae,4
18,Turure d,Insecta Odonata Calopterygidae,1
18,Turure d,Insecta Odonata Coenagrionidae,12
18,Turure d,Insecta Odonata Libellulidae,55
18,Turure d,Insecta Trichoptera Glossosomatidae,1
18,Turure d,Insecta Trichoptera Helicopsychidae,7
18,Turure d,Insecta Trichoptera Hydropsychidae,45
18,Turure d,Insecta Trichoptera Hydroptilidae,1
18,Turure d,Insecta Trichoptera Leptoceridae,3
18,Turure d,Insecta Trichoptera Philopotamidae,6
18,Turure d,Oligochaeta unknown,2
18,Turure d,Turbellaria Turbellaria,4
19,Turure d,Insecta Coleoptera Elmidae,4
19,Turure d,Insecta Coleoptera Psephenidae,2
19,Turure d,Insecta Diptera Chironomidae,9
19,Turure d,Insecta Ephemeroptera Baetidae,2
19,Turure d,Insecta Ephemeroptera Leptophlebiidae,4
19,Turure d,Insecta Ephemeroptera Tricorythidae,5
19,Turure d,Insecta Odonata Libellulidae,4
19,Turure d,Insecta Trichoptera Glossosomatidae,3
19,Turure d,Insecta Trichoptera Helicopsychidae,3
19,Turure d,Insecta Trichoptera Hydropsychidae,10
19,Turure d,Insecta Trichoptera Philopotamidae,10
19,Turure d,Oligochaeta unknown,4
19,Turure d,Turbellaria Turbellaria,2
1,Turure u,Arachnoidea Chelicerata Hydracarina,1
1,Turure u,Insecta Coleoptera Elmidae,5
1,Turure u,Insecta Coleoptera Psephenidae,8
1,Turure u,Insecta Diptera Chironomidae,5
1,Turure u,Insecta Diptera Simuliidae,16
1,Turure u,Insecta Ephemeroptera Baetidae,36
1,Turure u,Insecta Ephemeroptera Leptophlebiidae,16
1,Turure u,Insecta Ephemeroptera Tricorythidae,16
1,Turure u,Insecta Hemiptera Veliidae,1
1,Turure u,Insecta Lepidoptera unknown,1
1,Turure u,Insecta Odonata Calopterygidae,1
1,Turure u,Insecta Odonata Coenagrionidae,4
1,Turure u,Insecta Odonata Libellulidae,6
1,Turure u,Insecta Plecoptera Perlidae,3
1,Turure u,Insecta Trichoptera Helicopsychidae,1
1,Turure u,Insecta Trichoptera Hydropsychidae,9
2,Turure u,Arachnoidea Chelicerata Hydracarina,1
2,Turure u,Insecta Coleoptera Elmidae,18
2,Turure u,Insecta Coleoptera Psephenidae,4
2,Turure u,Insecta Diptera Chironomidae,11
2,Turure u,Insecta Diptera Simuliidae,10
2,Turure u,Insecta Diptera Tipulidae,2
2,Turure u,Insecta Ephemeroptera Baetidae,11
2,Turure u,Insecta Ephemeroptera Leptophlebiidae,35
2,Turure u,Insecta Ephemeroptera Tricorythidae,49
2,Turure u,Insecta Odonata Coenagrionidae,2
2,Turure u,Insecta Odonata Libellulidae,5
2,Turure u,Insecta Plecoptera Perlidae,5
2,Turure u,Insecta Trichoptera Glossosomatidae,2
2,Turure u,Insecta Trichoptera Hydropsychidae,18
2,Turure u,Insecta Trichoptera Hydroptilidae,3
2,Turure u,Insecta Trichoptera Philopotamidae,1
3,Turure u,Crustacea Decapoda Pseudothelphusidae,1
3,Turure u,Insecta Coleoptera Elmidae,2
3,Turure u,Insecta Diptera Chironomidae,1
3,Turure u,Insecta Diptera Simuliidae,2
3,Turure u,Insecta Ephemeroptera Baetidae,10
3,Turure u,Insecta Ephemeroptera Leptophlebiidae,1
3,Turure u,Insecta Ephemeroptera Tricorythidae,5
3,Turure u,Insecta Hemiptera Veliidae,1
3,Turure u,Insecta Odonata Coenagrionidae,2
3,Turure u,Insecta Odonata Libellulidae,3
3,Turure u,Insecta Trichoptera Hydropsychidae,1
4,Turure u,Insecta Diptera Chironomidae,3
4,Turure u,Insecta Ephemeroptera Baetidae,3
4,Turure u,Insecta Ephemeroptera Leptophlebiidae,12
4,Turure u,Insecta Ephemeroptera Tricorythidae,16
4,Turure u,Insecta Hemiptera Veliidae,1
4,Turure u,Insecta Odonata Coenagrionidae,4
4,Turure u,Insecta Odonata Libellulidae,1
4,Turure u,Insecta Trichoptera Hydropsychidae,4
4,Turure u,Insecta Trichoptera Philopotamidae,3
5,Turure u,Insecta Coleoptera Elmidae,7
5,Turure u,Insecta Coleoptera Psephenidae,1
5,Turure u,Insecta Coleoptera unknown,1
5,Turure u,Insecta Diptera Chironomidae,3
5,Turure u,Insecta Diptera Tipulidae,1
5,Turure u,Insecta Ephemeroptera Baetidae,33
5,Turure u,Insecta Ephemeroptera Leptophlebiidae,5
5,Turure u,Insecta Ephemeroptera Tricorythidae,7
5,Turure u,Insecta Hemiptera Veliidae,1
5,Turure u,Insecta Lepidoptera unknown,1
5,Turure u,Insecta Odonata Calopterygidae,1
5,Turure u,Insecta Odonata Coenagrionidae,2
5,Turure u,Insecta Odonata Libellulidae,13
5,Turure u,Insecta Plecoptera Perlidae,1
5,Turure u,Insecta Trichoptera Hydropsychidae,5
5,Turure u,Insecta Trichoptera Philopotamidae,2
6,Turure u,Crustacea Decapoda Pseudothelphusidae,2
6,Turure u,Insecta Coleoptera Elmidae,14
6,Turure u,Insecta Coleoptera unknown,1
6,Turure u,Insecta Diptera Simuliidae,5
6,Turure u,Insecta Diptera Tipulidae,1
6,Turure u,Insecta Ephemeroptera Baetidae,26
6,Turure u,Insecta Ephemeroptera Leptophlebiidae,12
6,Turure u,Insecta Ephemeroptera Tricorythidae,58
6,Turure u,Insecta Hemiptera Veliidae,1
6,Turure u,Insecta Odonata Coenagrionidae,7
6,Turure u,Insecta Odonata Libellulidae,13
6,Turure u,Insecta Plecoptera Perlidae,2
6,Turure u,Insecta Trichoptera Hydropsychidae,4
6,Turure u,Insecta Trichoptera Philopotamidae,4
7,Turure u,Insecta Coleoptera Elmidae,1
7,Turure u,Insecta Coleoptera Psephenidae,3
7,Turure u,Insecta Ephemeroptera Baetidae,9
7,Turure u,Insecta Ephemeroptera Leptophlebiidae,4
7,Turure u,Insecta Ephemeroptera Tricorythidae,8
7,Turure u,Insecta Odonata Calopterygidae,1
7,Turure u,Insecta Odonata Libellulidae,3
7,Turure u,Insecta Plecoptera Perlidae,2
7,Turure u,Insecta Trichoptera Hydropsychidae,5
8,Turure u,Arachnoidea Chelicerata Hydracarina,2
8,Turure u,Insecta Coleoptera Elmidae,14
8,Turure u,Insecta Coleoptera Psephenidae,4
8,Turure u,Insecta Diptera Chironomidae,2
8,Turure u,Insecta Diptera Simuliidae,1
8,Turure u,Insecta Ephemeroptera Baetidae,11
8,Turure u,Insecta Ephemeroptera Leptophlebiidae,16
8,Turure u,Insecta Ephemeroptera Tricorythidae,6
8,Turure u,Insecta Odonata Coenagrionidae,3
8,Turure u,Insecta Odonata Libellulidae,52
8,Turure u,Insecta Trichoptera Glossosomatidae,5
8,Turure u,Insecta Trichoptera Hydropsychidae,17
9,Turure u,Arachnoidea Chelicerata Hydracarina,3
9,Turure u,Insecta Coleoptera Elmidae,12
9,Turure u,Insecta Coleoptera Psephenidae,2
9,Turure u,Insecta Diptera Chironomidae,1
9,Turure u,Insecta Ephemeroptera Baetidae,30
9,Turure u,Insecta Ephemeroptera Leptophlebiidae,5
9,Turure u,Insecta Ephemeroptera Tricorythidae,21
9,Turure u,Insecta Odonata Coenagrionidae,2
9,Turure u,Insecta Odonata Libellulidae,5
9,Turure u,Insecta Plecoptera Perlidae,2
9,Turure u,Insecta Trichoptera Hydropsychidae,6
9,Turure u,Insecta Trichoptera Hydroptilidae,3
